restID,name,city,phone_no,location,latitude,longitude,cuisines,ratings,number of reviews,restaurant_url,images_url
73,Gad Restaurants,Hurghada,+20 65 3453262,"Sheraton Rd. Sekala, Hurghada Egypt",27.2194886,33.8378189,"Fast Food,Middle Eastern,Egyptian",4,354 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQykFYffk26sWqYh4YXTXCEL0VvmwlNKmOYXeXH-0H7BR3i9-roMj1v0wP3Tw&s
74,The Smokery El Gouna Yacht Club,Hurghada,+20 120 544 4490,"Red Sea New Marina, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Mediterranean,European",4.5,130 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9ePG-H0Ae8CYSoTxyeDJHRm9swDzk8KzJoJ_bxkxWiBXUOy4gcIZ6MjtgKeQ&s
75,Shimmers Sahlhasheesh,Hurghada,+20 102 039 0468,"Old Town Promenade, Sahl Hasheesh, Hurghada Egypt",27.0483386,33.8944336,International,4.5,90 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUw0GrwtD0iWtOyezCtC_Ti-8mSPBKhiiclEy3ujgfZb51zkDXuz94QxGuMg&s
76,Grasshopper Cafe Restaurant,Hurghada,+20 122 445 2978,"El Kafr Downtown, El Gouna, Hurghada Egypt",27.3954672,33.6765618,"German,International",4.5,83 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPb1o6p6ot2L1QeCTIFG_B4Rqw14XiwDm1OUSaJBSBVfjgn1kKJcX7THVYdw&s
77,Zomba,Hurghada,+20 127 036 1361,"Enas El Deghaidy St Beside Ebaid Market, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Middle Eastern,Egyptian",4.5,157 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3-2EF5DqHynOrJAjUluWUJDC4GRhA7KqKMK-47keESlFAi8pkmvQpjnyyMg&s
78,Mafia Pizza,Hurghada,+20 65 3463131,"Sive Mall, El Mamsha, Hurghada Egypt",27.18762,33.8304844,"Italian,Pizza,European",4.5,114 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzCoS08iCP7oWfRUdVM8zJ_jwbsFhHv8Yfzy51bo1i7H3ZA3qsJq4zukLE6g&s
79,Gaucho Steakhouse,Hurghada,+20 65 3463131,"Village Road Siva Grand Besch Hotel, Hurghada Egypt",27.1857258,33.8307391,"Steakhouse,European",4.5,155 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfzKTHntnEvUxNzC3BXWXlzb4BpISWViMVGrgLNnlzCR55h3AAYdE7dAZGPg&s
80,For You Cafe,Hurghada,+20 65 3447822,"198 sheraton Rd., Hurghada Egypt",27.220901,33.8378345,Bar,4.5,115 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdE89jdAzsmQCu-N_WXqW60RLlR-m90H3EBblOUqNz-GnKptimjJHLoMwkT44&s
81,Sumo Sushi Restaurant,Hurghada,+20 100 470 1153,"El Kawther, Metro Street Next To Tiger Store, Hurghada Egypt",27.2578957,33.8116067,"Japanese,Sushi,Asian,Japanese Fusion",5,26 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSffJ6Bvp9shen2q7_YRjLLkZ3J1rl2rRIsX_aaH28kcvNfMmAreFHiYmd3fbI&s
82,Pier 88,Hurghada,+20 128 410 8820,"Abu Tig Marina, El Gouna, Hurghada 83513 Egypt",27.402484,33.6511438,"International,European",4,285 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRN0xQfnasrnQdhq_cX7UIN5Ka4_7eKS5hPtDN3kopyLsuEhCj3arjAL47Cyo&s
83,Pizza Roma Hurghada,Hurghada,+20 112 226 0685,"Sheraton St Next Costa Coffe, Hurghada Egypt",27.2578957,33.8116067,Italian,5,33 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe53VmYDwWoskNEDebaJ_YT6m1QHTm-RndkGIJNVdwOjM_WQT7F8Yfak2ESpQ&s
84,Smugglers Pub Elgouna,Hurghada,+20 128 308 4286,"A Bou Tig Marina, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Irish,Bar,Pizza,British,Pub",5,51 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqE8dn77_DOLsYg4upTPgtOZyu5mJcY1wueQV-MW4nmF1SenMKrATTojJv4ZQ&s
85,miami pub,Hurghada,+20 111 117 6353,"El Isamailia Street El Farouz, Hurghada Egypt",27.2965503,33.747603,"Bar,European,Pub,International",4.5,117 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyT6kztBnOb_W-yK6uasP1hMXaw2NjimizIkdnJWDrWlK6cahFviMAu3JSDw&s
86,Turquoise Main Restaurant,Hurghada,+20 111 077 8856,"Piece 33, Sahl Hasheesh Premier Le Reve Hotel & Spa, Hurghada 84521 Egypt",27.0369588,33.8522923,"International,European",5,38 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvg6_6AcSmh1vqWI8H_yPOdjckjXixnN3yPrBzceXlsyPBulnEIasK30k1Lg&s
87,Maroush ElGouna,Hurghada,+20 109 682 6061,Hurghada 84513 Egypt,27.402484,33.6511438,"Egyptian,Dining bars,International",5,39 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6Hhsh9gA1lCx5o-OxKG4yRsqg9SMIIpAy8aihN_Og8gPfK_wERcxhg-XtD-A&s
88,Moby Dick Restaurant,Hurghada,+20 65 3440050,"Sheraton Rd, Hurghada 84511 Egypt",27.220831,33.8377718,"Steakhouse,International,Diner",5,21 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0ptdXlXHbB8bW41lo2jj4NhHYzA7AiZtpL88N59v-lR6EEM34U_HrTQR1YdM&s
89,Manzoku Asian Restaurant,Hurghada,+20 65 3590390,"Safaga Road KM 17 Hurghada, Makadi Bay, Hurghada 188597 Egypt",26.9958133,33.8973233,"Asian,Soups",4.5,44 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLqUW-NxHi7b-r3Kjf8EylPWm8eZrKO1ZJZQMnHZAjvIXN4kYvjuBBSFEtOnA&s
90,Magalina Restaurant & Bar,Hurghada,+20 111 814 1128,"Esplanada Mall El Mamsha Touristic Road, Hurghada 84511 Egypt",27.2578957,33.8116067,"European,Central European,International",4.5,107 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCtkzFE07zVRS7PrqXb4chVrcFYUiQm_Ea7ZLDBKNS-lXvQ2qsKKd6_UL82w&s
91,The Club House,Hurghada,+20 122 161 7113,"Downtown in Kafr El Gouna, ext 32412, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Bar,Mediterranean,European",4.5,167 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1TyTWxWmbPtbdS-1oC6raKdQmVaRjTNNJrVzcZIO18FwVPdQPtCK28uF58uA&s
92,Caleo Egyptian Cusinie,Hurghada,+20 127 673 4901,"Down Town El Gouna Front of Go bus station, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"International,Egyptian,Mediterranean,Grill,Arabic",5,28 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScStW4ghjLgyv2LZZaA16Fv1cdyM1CA3q2y0p3argR-kBgW8p5rrMGUP3oRH8&s
93,Seventh Star Restaurant,Hurghada,+20 65 3580521,"Abu Tig Marina, El Gouna, Hurghada Egypt",27.4083162,33.6741701,"European,International",4,331 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWEqmT1mhjJI7F0LgL1WGoUVsQdLfMx6el2WDqHqHm_cla9KJ0dxMXSjgtuA&s
94,Acropolis Greek Taverna,Hurghada,2 010 696 5102,"Sheraton Road In Front of Le Pacha Hotel, Hurghada Egypt",27.2179939,33.8380911,"Greek,Mediterranean",4.5,110 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRURKoXl5R-Ae8Mtzl3zMupi3b5xMpcsqekQZHaz4VvAoPZEtr4GWkS6--KOw&s
95,Hydra Sea Food Restaurant,Hurghada,+20 122 575 1174,"Tamr Hedra Above Tamr Hanna Restaurant, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Seafood,Mediterranean,Egyptian",4,164 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaG1Icd93scXbaQSEmCKZIJ8NFKYRX_RSW6UW7KNMPxRM3rh_O2VWq7Qaru-A&s
96,Felucca Seafood Restaurant,Hurghada,+20 16032,"20km Hurghada Safaga Road, Hurghada Egypt",27.1044684,33.8330308,Seafood,4.5,60 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHGBcx0LocUshIFhIE7Gd1FW0Osg_hbGhB9X_O_XXDmi_HKSgzfMdp-UnaaHU&s
97,Bodega Restaurant & Bar,Hurghada,+20 102 888 8923,"El Gouna, Hurghada Egypt",27.3956975,33.6751657,"International,Spanish",4.5,75 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxIEeOJN0tI5GX2M_c9frNxJzFiw3HfXVIUYMjyA2t-kfAf1gBM-qeukPAJg&s
98,City Pub Hurghada,Hurghada,+20 127 177 7257,"Mamsha Street, front of continental hotel, Hurghada Egypt",27.2578957,33.8116067,"Italian,Fast Food,European,Pub,Gastropub,Dining bars",5,17 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9G4dNh5LBS9zNNotbcULAhHh00npK_rE0R4Xg464hD4t3QmvEuONT7FAdArE&s
99,Dune Restaurant and Bar,Hurghada,20 0201223280077,"Marina Boulevard, Hurghada 84517 Egypt",27.2578957,33.8116067,"Bar,European,Pub",4.5,60 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1VVPQUMoNWrWKjj_Lp1hL2Nu1X8SlWRLksN1ZJClx01BMRk1mx4tLjO2ENYc&s
100,Eric's Cafe & Restaurant,Hurghada,+20 100 196 4373,"Sheraton Street In Front Of El Pacha Hotel, Hurghada Egypt",27.1856283,33.8105613,"Italian,International",5,19 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX15puPCUGTC_StwffYpNTcinuJj9mH9OKYCCqH9coLiQ-0Plem2n2J1T0ww&s
101,El Mina Restaurant,Hurghada,+20 102 901 0726,"El Minaa St., Hurghada 22313 Egypt",27.2578957,33.8116067,"Seafood,Mediterranean,Soups,Egyptian",4,303 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaEIOqurXET3YTsioMsMCGSqDKExxDr35okMJ_wqBUeokbxg78rCzuuKuAyQ&s
102,Bulls Restaurant,Hurghada,+20 100 700 0747,"Sheraton Street Close To Beginning Of Mamsha In front of Elysees Dream Beach Hotel, Hurghada Egypt",27.1964071,33.8416976,"Mexican,Chinese,Steakhouse,American,European",4,177 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaH29C6iNBedLNnKE92lTcsxhDzyknu9enho8wnKYW-mVHCbELMlTMqGf0lA&s
103,Meshmesha,Hurghada,+20 65 3445913,"Touristic Passage Villages Road, Hurghada Egypt",27.1901251,33.8332343,"Bar,Cafe,European",4.5,90 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzDEaOt_4ucwOO81aJn6dwUTf80Ba5J_AnrECBMgbFot0l2M1k1Zayqd4CUQ&s
104,Delhi Delight,Hurghada,+20 112 633 9633,"Sheraton Road In Front Of Le Pacha Hotel, Hurghada Egypt",27.2185254,33.8373705,Indian,4.5,25 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRS6y2zhUyN4IBRS3wMa-Ab0TzTi-O0hylqsK0oGGRZfAu7baGOAwXwgn6IHs&s
105,Alibaba,Hurghada,+20 100 535 9090,"Old Sheraton Road, beside Roma hotel, Hurghada 84511 Egypt",27.2578957,33.8116067,"European,Mediterranean",4,81 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCQ7cY5EqLZiUfCIyPbk9p4HjmGdNdXDJ1Dyc9RdKPOk_q0iOaCMPVbTy5O8k&s
106,Bella Vista Italian Restaurant & Lounge,Hurghada,+20 112 666 6280,"Baron palace Resort, Sahl Hasheesh, Hurghada Egypt",27.0296384,33.8842106,Italian,4.5,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzUOfERuBAGpEMorR-wZ9tOyLEViglSTIk3wDWZQk-3XEA7u1kSuN8l0cVEA&s
107,Tarbush Restaurant,Hurghada,,"The Grand Makadi Hotel, Makadi Bay, Hurghada Egypt",27.0031957,33.9093745,"Lebanese,Egyptian,Mediterranean",5,25 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuSrDMCLdoTsH6zBQSLv2Bdy-o-aDrwuFEQo8dEAILTKdk90815HK2JwbIrA&s
108,Fish restaurant Hefny,Hurghada,,"Mina Road Al Sakala, Hurghada Egypt",27.093727,33.837319,"Seafood,Egyptian",4.5,47 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSv-xqhagRbHrW8tymcKby1FoytmGQmGeqq0wPHZMDGjqgG4BGENVxYCVUNo9g&s
109,The Bagel Tree,Hurghada,+20 100 204 3664,"New Marina Piazza, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"American,Cafe",5,34 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQH75GKlWMAXhwazXkJjk9XCnWuPGttzDNjsHXJ1pqcA_yigdoXrbYckV-1CQ&s
110,Ceviche Tapas Bar,Hurghada,+20 122 905 1551,"Down Town Building 30, El Gouna, Hurghada Egypt",27.3951153,33.6751423,"Mexican,Bar,Spanish,Pub",4,119 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv_buz1h5HG7Wh69iXGJKwGWtLNSaVwuDkFSumPz9jcUUhAIBb53WNtIaiwQ&s
111,Shahrazad International Restaurant,Hurghada,+20 65 3590390,"SUNRISE Royal Makadi Aqua Resort, Makadi Bay, Hurghada Egypt",26.9886114,33.8996425,International,4.5,27 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWrQ-7F7ERLFzGugbPrFTUjeI6Hfs3swtOvud8y0vTNxdeZMhm_8ld_q540A&s
112,Vienna Cafe,Hurghada,+20 122 055 9947,"Tammr Henna Place, El Gouna, Hurghada Egypt",27.3973863,33.6753132,Cafe,4,63 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWL4Lg0DlZq91zCFu_ZPnCiuTEMkB2OvVnJyT8EhwzTxQe6m3-O44_TahT5Q&s
113,âªRomantico Restaurant and Bar,Hurghada,+20 122 000 1214,"El Mamsha Esplanada Bay Mall, beside Mac Donalds, Hurghada 84511 Egypt",27.2578957,33.8116067,"Mediterranean,European,Egyptian",4.5,54 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHglq75Aj-93cKaSZozohyhZtNRWzJikR7rcMlWAbeeUuks67fNNR2eWx1fw&s
114,Club88 Pool & Beach Restaurant,Hurghada,+20 121 128 8866,"New Marina, El Gouna, Hurghada Egypt",27.4112087,33.6773743,"Italian,Bar,International,European,Pub",4.5,76 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIyVnl2We3pisPH2cAQPQlWGVmN8WXvmi89GHZZP81HeWAWed9vzcuHixEUls&s
115,Sebun Sushi,Hurghada,+20 122 537 5225,"Kawthar, Metro St Front Of The Egyptian Hospital, Hurghada Egypt",27.1937641,33.8285666,"Japanese,Asian,Japanese Fusion,Healthy",5,16 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuhCtclFHSInxskD2kWTa-cdIok0BL0JL7Bz2BG3lJ_ThJsGoaJyKEC37SEFU&s
116,Chez Chantal,Hurghada,+20 65 3580171,"Tutle's Inn rooftop Abu Tig Marina, El Gouna, Hurghada Egypt",27.408068,33.674114,"European,Japanese,Central Asian",4,236 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3FZaJlnYv7C9upBWiRaS-n1kpiTyxbITOVYc23qXORL3riH5cacnlXW0LJp0&s
117,Morgan's Beach Bistro,Hurghada,+20 65 3547934,"El Gouna, Red Sea, On the beach, Inside Club Paradision Hotel, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Seafood,International,European",4.5,39 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzOeIQE5oW8US_9_lmnxfvxZNuoEsux9XRUrNNuJ188bQyHSq2ux-U1ukFIQ&s
118,La Rocca Azzurra Sahl Hasheesh,Hurghada,+20 122 586 2700,"Azurra Compound, Sahl Hasheesh, Hurghada 84517 Egypt",27.0369588,33.8522923,"Lebanese,International,Mediterranean",5,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWlOfW-WAWGasQGi_EcnQhDds1t38IYGnagbSvaY7uaJwys9n0iawJ6_42Y3k&s
119,Scampi Seafood,Hurghada,+20 100 440 2209,"El-Shohada Street, Hurghada Egypt",27.2289614,33.8417411,"Seafood,Egyptian",4.5,48 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo-OGJ5fn6DhhsmR3Bo3g7n_Mcb0Sf5-MEsiD5ez8wk3oUDsooZkFshwV6sQ&s
120,Chillitos Mexican Restaurant,Hurghada,+20 112 666 6280,"Sahl Hasheesh, Hurghada Egypt",27.0369588,33.8522923,Mexican,4.5,19 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWPxjoE33Bf5GLsYJlwvVKBvMsDqh39RxsMjePxPmD4kxeQoo7eXzeeSCXBw&s
121,Mer Bey,Hurghada,+20 101 050 6669,"In Front Of Mosaique Hotel, El Gouna, Hurghada Egypt",27.4127323,33.672452,"Lebanese,Mediterranean",4.5,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZkRxivJFuxg2a3BhyZxlUaJ9hW6scwk3vlEesxOuAJVkU6AaPqwqrp0_e028&s
122,Taj Indian Restaurant,Hurghada,,"Aldau Art Promenade., Hurghada Egypt",27.1624063,33.8239146,Indian,5,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmx_TDu-Az5Xb1viDLjv5EgBPWF6x4xZwi2Yy1UrABPGoxpJr9Gn4iJj0yHQ&s
123,La Rock Cafe & Restaurant,Hurghada,+20 114 338 8582,"Nawwara Center, Hurghada 84511 Egypt",27.2578957,33.8116067,Pizza,5,23 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKjwsJTVkh1ZYFSAmzr5e-lrBhRmDOsM4QLdoqmoiqpta4FM_Khwwsddnd6A&s
124,Oriental 1001,Hurghada,+20 65 3580100,"Sheraton Miramar Resort El Gouna, El Gouna, Hurghada Egypt",27.4048761,33.6779039,"Egyptian,Mediterranean",4,41 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSk7tW_dcMMiNP4NIZfXOeXgjN-QAEEZtcn6_ZD6YSjL_vUTCbTOvXPaU00wA&s
125,Al Yasmin Restaurant Madinat Makadi,Hurghada,+20 65 3590070,"Jaz Makadi Star, Madinat Makadi, Makadi Bay, Hurghada Egypt",26.9894712,33.8953246,Italian,5,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8VVwTE-xP9LpPDOXPI-5vkYlMXpzGItw0HbkqqONVRKFFfnPIyzZfwRPiaw&s
126,Mainzer Restaurant & Cafe,Hurghada,+20 101 023 7818,"El Mamsha, Qesm Hurghada, Hurghada 84511 Egypt",27.2578957,33.8116067,"Italian,Steakhouse,German,Bar,International",4.5,24 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeajsZWsy59Ln94GUmkiMxPm4c5FqjkCtMjUZBIKCr0Q5ZzmtrGC-Q_5KU0A&s
127,Boska Cafe,Hurghada,+20 100 880 0640,"Bowling Street, Hurghada Egypt",27.1910926,33.8292832,Egyptian,4.5,39 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHY6Ap9CWyq7Z4jUQjYsQ40IOUnJPtj52Mj_75EAFdhQara4lsmQGGatXY_-Y&s
128,Lophelia Seafood Restaurant,Hurghada,+20 105 044 0447,"Gabal El Hareem Street, Hurghada 84511 Egypt",27.2578957,33.8116067,"Seafood,Mediterranean",5,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4NSSfSzONPyR8Uyjup1WP7-ok071B0vFyU99JwntnuipoYK7Uie6AnJWP5Q&s
129,Medusa Restaurant & Bar,Hurghada,+20 101 638 1642,"Hurghada - Al Ismaileya, Second Hurghada, Hurghada 84517 Egypt",27.3054944,33.7301743,"Pizza,Seafood,Mediterranean,Grill,Healthy",4.5,17 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkkPgLEcJFH38hJLDIc4KFHoqnDG703opREZ0CeznXvqXB5O7mUfNP430E2fg&s
130,Cafe Jeandeau,Hurghada,,"Next To La Garage Marina El Gouna, El Gouna, Hurghada Egypt",27.4088672,33.6769653,"Contemporary,Italian",5,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0s8FHs0bo9U5oQwv0pZGkhkPwTDCV_VNr1VSWv0FC92LFS7WG0m9S8zG7_g&s
131,Lascala El Gouna Restaurant,Hurghada,+20 127 486 0000,"Abu Tig Marina, El Gouna, Hurghada 84513 Egypt",27.407473,33.674061,"Italian,Mediterranean,European",4,301 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvBqkzG6UpNj27q6M8uG6-HoRFgITwbRtOfSmuXHRVFjVY-J6kBc94oAAdJg&s
132,Pita Sphinx,Hurghada,+20 102 070 6183,"Sheraton Road On The Side Of Mcdonald's, Hurghada Egypt",27.2196072,33.8377414,"Steakhouse,Fast Food,Greek,Pub,Soups",5,18 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy0T7t1Y3t_GHFaBC76JUOSHJDWbUuEMvE0LWgpaOs7esUSi1EKrbVveF8Sw&s
133,Luma,Hurghada,+20 128 888 3307,"Downtown, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Mediterranean,Fusion,Middle Eastern",5,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgou8eG9cVwiSITfdA144-PPMr6nhPDOIu0ZH03t82UNoLrLXmP_wYAvD5RQ&s
134,El Khema Shisha Cafe,Hurghada,+20 111 105 4666,"El Kornish Street, Hurghada Egypt",27.2443523,33.8450428,Cafe,4.5,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpAw65kXkCknKjjXKKUQImuEMhWsYYmoaH2vaR72LanLC850PwH-h3mclfoQ&s
135,Soul Chicken,Hurghada,+20 120 409 5092,"Downtown Opposite To Tamr Henna, El Gouna, Hurghada Egypt",27.3969774,33.6751941,"American,Bar,Grill",4.5,18 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCZnkUJSB8ko7iK_qq_R2kTbUGoZenF9S3bx7_V2emA_KZwIpODQpin-gMhHs&s
136,DR Chocolate,Hurghada,+20 101 033 4322,"Sheraton Road, Hurghada 84512 Egypt",27.220831,33.8377718,Cafe,5,16 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzCBHye-kkpJjfrMTt4noPlQJ8s1R7zGJ8A_fc3Qzw0GyLd6avbg3bWlvI9Q&s
137,Havana New Marina,Hurghada,+356 2157 2377,"New Marina, Hurghada Egypt",27.2256363,33.84217538,"American,European,Egyptian,Mediterranean",4.5,34 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6-9CJZeQjdTwQk9hA25fKtZUQeA4rRejbEBtirLYj64HxK7i4ZU9yf_AyLg&s
138,La Luna Bella Vista,Hurghada,+20 127 513 5555,"Sheraton road, Hurghada Egypt",27.2132717,33.841192,"Italian,Pizza,European",4,102 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxz7ThQhVXXffxJaLaewYeHkGUS09mmhNwHrdvTzFEdOIPGWP2hpic89_wZQ&s
139,Honey Butter,Hurghada,+20 109 990 8544,"1st Avenue, Alhambra Village Opposite To Egypt Air Duty Free, Hurghada 84517 Egypt",27.2578957,33.8116067,"Italian,American,Pizza,Barbecue,Arabic",5,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSprJ6mT7m13hWoSuIo7uCSQHpzcDNYJ1e5zhMl4ytdiL9892qpfYJ-BO0v&s
140,Boho Cafe,Hurghada,+20 120 780 8166,"Mb13-04 Abu Tig Marina, El Gouna, Hurghada Egypt",27.4089574,33.676595,"Eastern European,Dining bars",5,10 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMBRWWFPUELjfK53KsdZIL99OFrhW4ouWaPkSZDEiRfnse1oOBsIvP5SavOA&s
141,Lagoona Restaurant,Hurghada,+20 65 3465036,"Hurghada Bay- Safaga Road, Hurghada Egypt",27.1594831,33.828746,Mediterranean,4,107 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIOUNm9ZNZIiVNegJoy51DYqQBwxPEdF8p9QRISveMFTTajpwLjNu7I8wCs34&s
142,THE TAVERN Hurghada,Hurghada,+20 103 366 3316,"Corniche Road Next Sunrise Holidays-, Hurghada 84511 Egypt",27.2578957,33.8116067,"Bar,Pizza,International,Grill,Pub,Healthy",4.5,16 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjKXZqgpTj8M57jZXNHg3VDe2s2nj1SbDwJBcW2ZoC_ZeSNUSrSA8lYoXkuA&s
143,Om Yassin Kitchen,Hurghada,+20 109 639 5599,"4 Airport road, Hurghada Egypt",27.1981997,33.8236672,"Egyptian,Middle Eastern,Mediterranean",4.5,18 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ98ZguMZtvb-4fIE7vJ2bMHa5Y_oW6Tmlf05ShwF9adZqGm3Hy0hgt7_WgtPc&s
144,Peanuts Bar,Hurghada,,"By Three Corners Hotel Dahar, Hurghada Egypt",27.2578957,33.8116067,"Bar,European,Central European",4.5,48 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7O5Q05Wt3nH0YB5n-G-K8hYPnyzf-8KUjhAwwA611CnHEhbZFBaPnIFhNdg&s
145,Kaju&Co. Italian Family Restaurant,Hurghada,+20 122 804 4124,"Kafr Bridge, DownTown,lagune side, El Gouna, Hurghada 84513 Egypt",27.402484,33.6511438,"Italian,Mediterranean,Caribbean,Bar,Pizza",5,19 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyyU62GGdl3HophVxz-UPYee-J9KYrBJjmkU0T3_3KRL_72UT3LV9wanmYhmY&s
146,3nd Sokrat Restaurant,Hurghada,+20 127 922 6082,"Abu tig marina, El Gouna, Hurghada Egypt",27.4081875,33.674101,"Egyptian,Middle Eastern",4,51 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5kbCHEoJiaS_qK42rlYPH_2KFlLTwUokS40WRnzRrzaUvpH2cU9JZKoFOyw&s
